Time_ms,Voltage_mV
535.0,-54.157151959547384
535.5,-52.12277335393948
536.0,-49.31023637099038
536.5,-45.15775398343537
537.0,-38.45826956426897
537.5,-26.20669542702488
538.0,0.8291552885275131
538.5,-65.0
539.0,-68.23406670222056
539.5,-70.86820231850861
540.0,-72.68949082578291
540.5,-73.76296461875283
541.0,-74.30292606401827
541.5,-74.52051022242354
542.0,-74.56133175375207
542.5,-74.50991487300985
543.0,-74.41135905292896
543.5,-74.2888328805075
544.0,-74.15407239192491
544.5,-74.0130089065769
545.0,-73.86864908769336
545.5,-73.72252382335166
546.0,-73.57541474841815
546.5,-73.42771981454185
547.0,-73.27963848297293
547.5,-73.13126632326693
548.0,-72.98264376925752
548.5,-72.8337814745992
549.0,-72.6846736116073
549.5,-72.53530489765373
550.0,-72.38565432563504
550.5,-72.23569714441965
551.0,-72.08540589956328
551.5,-71.93475096280307
552.0,-71.78370077884438
552.5,-71.6322219521964
553.0,-71.4802792403446
553.5,-71.32783548909457
554.0,-71.17485152931071
554.5,-71.02128604508977
555.0,-70.86709541823744
555.5,-70.71223355092314
556.0,-70.55665166657582
556.5,-70.40029808790943
557.0,-70.24311799012212
557.5,-70.08505312662663
558.0,-69.92604152403828
558.5,-69.7660171425026
559.0,-69.60490949674686
559.5,-69.4426432324467
560.0,-69.27913765157992
560.5,-69.11430617935814
561.0,-68.94805576404266
561.5,-68.78028619941597
562.0,-68.61088935783681
562.5,-68.43974831958174
563.0,-68.26673638147761
563.5,-68.0917159245453
564.0,-67.914537116355
564.5,-67.73503641885448
565.0,-67.55303486632877
565.5,-67.36833607057609
566.0,-67.18072390092782
566.5,-66.98995977487333
567.0,-66.79577948006585
567.5,-66.59788942944807
568.0,-66.39596222689558
568.5,-66.18963138943566
569.0,-65.97848503145855
569.5,-65.76205826323033
570.0,-65.53982398605756
570.5,-65.31118167350074
571.0,-65.07544360340587
571.5,-64.8318178368002
572.0,-64.57938700891242
572.5,-64.31708167840561
573.0,-64.04364653426511
573.5,-63.7575971267874
574.0,-63.45716387971455
574.5,-63.14021881469245
575.0,-62.80417845514122
575.5,-62.44587341630695
576.0,-62.06137064140955
576.5,-61.64572711436431
577.0,-61.19264244382697
577.5,-60.69395890411701
578.0,-60.13892570739768
578.5,-59.513088779350035
579.0,-58.79656702401529
579.5,-57.9612875263752
580.0,-56.96638127131345
580.5,-55.75017230276765
581.0,-54.215500101231974
581.5,-52.201107122013184
582.0,-49.42148086597961
582.5,-45.327876961948114
583.0,-38.746145145642075
583.5,-26.76990019245211
584.0,-0.5451841832514326
584.5,-65.0
585.0,-68.23199386631688
585.5,-70.86455272030072
586.0,-72.68503307059777
586.5,-73.75831778745984
587.0,-74.29839122926757
587.5,-74.51615935108057
588.0,-74.55713999429233
588.5,-74.50583626878277
589.0,-74.40735392214849
589.5,-74.2848730835195
590.0,-74.15013956052205
590.5,-74.00909148925255
591.0,-73.8647399062124
591.5,-73.71861838557439
592.0,-73.57151017070352
592.5,-73.42381416032269
593.0,-73.27573036539748
593.5,-73.12735466912969
594.0,-72.97872767936315
594.5,-72.82986014107688
595.0,-72.68074626861933
595.5,-72.53137079160244
596.0,-72.38171269671778
596.5,-72.23174721476146
597.0,-72.081446865133
597.5,-71.93078198746866
598.0,-71.77972098959404
598.5,-71.62823043494066
599.0,-71.476275035942
599.5,-71.32381758937375
600.0,-71.17081887293773
600.5,-76.01723751317157
601.0,-78.65958232694067
601.5,-79.6758654931878
602.0,-79.95478473607118
602.5,-79.98030375509443
603.0,-79.92809871339917
603.5,-79.85302110661932
604.0,-79.7714941169853
604.5,-79.68841055771001
605.0,-79.60523646875708
605.5,-79.52241427560189
606.0,-79.44007778261671
606.5,-79.35826677251394
607.0,-79.27699208183053
607.5,-79.19625554475564
608.0,-79.11605617026734
608.5,-79.03639207538208
609.0,-78.95726109639911
609.5,-78.87866098407059
610.0,-78.80058946648866
610.5,-78.72304426949452
611.0,-78.64602312331328
611.5,-78.56952376467862
612.0,-78.4935439374672
612.5,-78.41808139283604
613.0,-78.3431338891926
613.5,-78.26869919210836
614.0,-78.19477507421327
614.5,-78.12135931508386
615.0,-78.04844970112927
615.5,-77.97604402547714
616.0,-77.9041400878595
616.5,-77.83273569449901
617.0,-77.76182865799571
617.5,-77.69141679721437
618.0,-77.62149793717231
618.5,-77.5520699089277
619.0,-77.48313054946878
619.5,-77.41467770160332
620.0,-77.34670921384898
620.5,-77.27922294032433
621.0,-77.21221674064053
621.5,-77.14568847979382
622.0,-77.07963602805857
622.5,-77.0140572608815
623.0,-76.94895005877633
623.5,-76.88431230721962
624.0,-76.82014189654713
624.5,-76.75643672185153
625.0,-76.69319468288063
625.5,-76.63041368393688
626.0,-76.56809163377766
626.5,-76.50622644551677
627.0,-76.44481603652686
627.5,-76.38385832834305
628.0,-76.32335124656757
628.5,-76.26329272077557
629.0,-76.20368068442228
629.5,-76.14451307475113
630.0,-76.08578783270318
630.5,-76.02750290282816
631.0,-75.96965623319615
631.5,-75.91224577531132
632.0,-75.85526948402651
632.5,-75.79872531745953
633.0,-75.74261123691059
633.5,-75.68692520678161
634.0,-75.63166519449659
634.5,-75.57682917042376
635.0,-75.52241510779923
635.5,-75.46842098265222
636.0,-75.41484477373177
636.5,-75.36168446243536
637.0,-75.308938032739
637.5,-75.25660347112895
638.0,-75.20467876653557
638.5,-75.15316191026822
639.0,-75.10205089595279
639.5,-75.05134371947031
640.0,-75.00103837889782
640.5,-74.95113287445093
641.0,-74.90162520842837
641.5,-74.85251338515825
642.0,-74.8037954109466
642.5,-74.75546929402745
643.0,-74.70753304451527
643.5,-74.6599846743592
644.0,-74.61282219729918
644.5,-74.56604362882463
645.0,-74.51964698613452
645.5,-74.47363028810008
646.0,-74.4279915552293
646.5,-74.38272880963365
647.0,-74.33784007499686
647.5,-74.29332337654607
648.0,-74.24917674102483
648.5,-74.20539819666848
649.0,-74.1619857731817
649.5,-74.11893750171814
650.0,-74.07625141486247
650.5,-74.03392554661438
651.0,-73.99195793237514
651.5,-73.95034660893597
652.0,-73.90908961446911
652.5,-73.86818498852071
653.0,-73.82763077200632
653.5,-73.78742500720836
654.0,-73.74756573777603
654.5,-73.70805100872732
655.0,-73.66887886645343
655.5,-73.63004735872515
656.0,-73.59155453470191
656.5,-73.55339844494266
657.0,-73.51557714141914
657.5,-73.47808867753149
658.0,-73.4409311081258
658.5,-73.40410248951409
659.0,-73.36760087949638
659.5,-73.33142433738489
660.0,-73.29557092403054
660.5,-73.26003870185146
661.0,-73.22482573486363
661.5,-73.18993008871374
662.0,-73.15534983071394
662.5,-73.12108302987895
663.0,-73.08712775696486
663.5,-73.05348208451025
664.0,-73.02014408687914
664.5,-72.98711184030581
665.0,-72.95438342294193
665.5,-72.92195691490514
666.0,-72.88983039832986
666.5,-72.85800195741982
667.0,-72.82646967850224
667.5,-72.79523165008418
668.0,-72.76428596291021
668.5,-72.73363071002213
669.0,-72.70326398682008
669.5,-72.67318389112556
670.0,-72.64338852324587
670.5,-72.61387598604017
671.0,-72.58464438498687
671.5,-72.55569182825292
672.0,-72.5270164267641
672.5,-72.49861629427687
673.0,-72.47048954745158
673.5,-72.44263430592697
674.0,-72.41504869239591
674.5,-72.38773083268222
675.0,-72.36067885581892
675.5,-72.33389089412725
676.0,-72.30736508329709
676.5,-72.28109956246804
677.0,-72.25509247431182
677.5,-72.22934196511525
678.0,-72.20384618486433
678.5,-72.17860328732891
679.0,-72.15361143014827
679.5,-72.12886877491755
680.0,-72.10437348727427
680.5,-72.08012373698611
681.0,-72.05611769803878
681.5,-72.03235354872461
682.0,-72.00882947173154
682.5,-71.98554365423234
683.0,-71.9624942879744
683.5,-71.93967956936947
684.0,-71.91709769958419
684.5,-71.89474688463007
685.0,-71.87262533545416
685.5,-71.85073126802949
686.0,-71.82906290344573
686.5,-71.80761846799955
687.0,-71.7863961932851
687.5,-71.76539431628434
688.0,-71.74461107945712
688.5,-71.72404473083085
689.0,-71.7036935240904
689.5,-71.68355571866692
690.0,-71.663629579827
690.5,-71.64391337876083
691.0,-71.62440539267021
691.5,-71.60510390485592
692.0,-71.5860072048045
692.5,-71.56711358827434
693.0,-71.5484213573813
693.5,-71.52992882068351
694.0,-71.51163429326522
694.5,-71.49353609682028
695.0,-71.47563255973428
695.5,-71.45792201716631
696.0,-71.44040281112939
696.5,-71.4230732905702
697.0,-71.40593181144767
697.5,-71.38897673681066
698.0,-71.37220643687444
698.5,-71.35561928909614
699.0,-71.33921367824915
699.5,-71.32298799649617
700.0,-71.30694064346115
700.5,-71.29107002630006
701.0,-71.27537455977037
701.5,-71.25985266629915
702.0,-71.24450277604994
702.5,-71.22932332698834
703.0,-71.21431276494606
703.5,-71.1994695436838
704.0,-71.18479212495258
704.5,-71.17027897855357
705.0,-71.15592858239668
705.5,-71.14173942255752
706.0,-71.12770999333299
706.5,-71.1138387972952
707.0,-71.10012434534406
707.5,-71.08656515675813
708.0,-71.07315975924419
708.5,-71.05990668898492
709.0,-71.04680449068542
709.5,-71.03385171761768
710.0,-71.02104693166382
710.5,-71.00838870335758
711.0,-70.99587561192432
711.5,-70.98350624531918
712.0,-70.97127920026394
712.5,-70.95919308228197
713.0,-70.94724650573173
713.5,-70.93543809383867
714.0,-70.92376647872533
714.5,-70.91223030144002
715.0,-70.90082821198385
715.5,-70.88955886933594
716.0,-70.87842094147729
716.5,-70.86741310541285
717.0,-70.85653404719207
717.5,-70.84578246192787
718.0,-70.83515705381386
718.5,-70.82465653614031
719.0,-70.81427963130811
719.5,-70.80402507084153
720.0,-70.7938915953992
720.5,-70.78387795478363
721.0,-70.77398290794923
721.5,-70.76420522300874
722.0,-70.7545436772381
722.5,-70.74499705708003
723.0,-70.73556415814589
723.5,-70.7262437852162
724.0,-70.71703475223964
724.5,-70.70793588233076
725.0,-70.69894600776603
725.5,-70.69006396997875
726.0,-70.68128861955228
726.5,-70.67261881621219
727.0,-70.66405342881687
727.5,-70.65559133534686
728.0,-70.64723142289284
728.5,-70.63897258764244
729.0,-70.63081373486557
729.5,-70.62275377889866
730.0,-70.61479164312766
730.5,-70.60692625996971
731.0,-70.5991565708537
731.5,-70.59148152619962
732.0,-70.58390008539686
732.5,-70.57641121678118
733.0,-70.56901389761073
733.5,-70.56170711404096
734.0,-70.55448986109843
734.5,-70.5473611426536
735.0,-70.54031997139253
735.5,-70.53336536878771
736.0,-70.52649636506781
736.5,-70.51971199918646
737.0,-70.51301131879018
737.5,-70.50639338018541
738.0,-70.49985724830454
738.5,-70.49340199667117
739.0,-70.48702670736446
739.5,-70.48073047098272
740.0,-70.47451238660625
740.5,-70.46837156175916
741.0,-70.46230711237081
741.5,-70.45631816273615
742.0,-70.45040384547562
742.5,-70.44456330149427
743.0,-70.4387956799401
743.5,-70.43310013816198
744.0,-70.42747584166673
744.5,-70.42192196407576
745.0,-70.41643768708107
745.5,-70.41102220040064
746.0,-70.40567470173336
746.5,-70.4003943967134
747.0,-70.39518049886411
747.5,-70.3900322295514
748.0,-70.38494881793669
748.5,-70.37992950092949
749.0,-70.37497352313937
749.5,-70.37008013682778
750.0,-70.36524860185922
750.5,-70.36047818565234
751.0,-70.35576816313053
751.5,-70.35111781667206
752.0,-70.34652643606029
752.5,-70.34199331843315
753.0,-70.33751776823271
753.5,-70.33309909715433
754.0,-70.32873662409548
754.5,-70.32442967510464
755.0,-70.32017758332962
755.5,-70.31597968896605
756.0,-70.31183533920547
756.5,-70.30774388818325
757.0,-70.30370469692662
757.5,-70.29971713330224
758.0,-70.29578057196393
758.5,-70.29189439430016
759.0,-70.2880579883815
759.5,-70.28427074890803
760.0,-70.2805320771566
760.5,-70.27684138092812
761.0,-70.27319807449497
761.5,-70.2696015785481
762.0,-70.26605132014421
762.5,-70.26254673265323
763.0,-70.25908725570534
763.5,-70.25567233513851
764.0,-70.25230142294562
764.5,-70.24897397722206
765.0,-70.24568946211318
765.5,-70.2424473477617
766.0,-70.23924711025549
766.5,-70.23608823157532
767.0,-70.23297019954255
767.5,-70.22989250776727
768.0,-70.22685465559634
768.5,-70.22385614806154
769.0,-70.220896495828
769.5,-70.21797521514273
770.0,-70.21509182778324
770.5,-70.21224586100651
771.0,-70.20943684749787
771.5,-70.20666432532023
772.0,-70.20392783786366
772.5,-70.20122693379476
773.0,-70.19856116700659
773.5,-70.19593009656862
774.0,-70.19333328667702
774.5,-70.19077030660505
775.0,-70.18824073065386
775.5,-70.18574413810327
776.0,-70.18328011316292
776.5,-70.18084824492388
777.0,-70.17844812731009
777.5,-70.17607935903038
778.0,-70.17374154353058
778.5,-70.17143428894605
779.0,-70.16915720805423
779.5,-70.1669099182278
780.0,-70.16469204138784
780.5,-70.16250320395731
781.0,-70.160343036815
781.5,-70.15821117524952
782.0,-70.15610725891382
782.5,-70.15403093177976
783.0,-70.15198184209315
783.5,-70.1499596423291
784.0,-70.14796398914741
784.5,-70.14599454334873
785.0,-70.14405096983056
785.5,-70.14213293754386
786.0,-70.14024011944984
786.5,-70.13837219247702
787.0,-70.1365288374788
787.5,-70.13470973919117
788.0,-70.13291458619067
788.5,-70.13114307085301
789.0,-70.1293948893116
789.5,-70.12766974141667
790.0,-70.12596733069458
790.5,-70.12428736430755
791.0,-70.12262955301351
791.5,-70.1209936111267
792.0,-70.1193792564781
792.5,-70.11778621037638
793.0,-70.11621419756933
793.5,-70.11466294620546
794.0,-70.11313218779586
794.5,-70.1116216571765
795.0,-70.11013109247088
795.5,-70.10866023505287
796.0,-70.10720882950999
796.5,-70.105776623607
797.0,-70.10436336824972
797.5,-70.10296881744935
798.0,-70.10159272828686
798.5,-70.100234860878
799.0,-70.09889497833838
799.5,-70.09757284674893
